id,key,n,c,p,location,sitename,sitenumber,lat,long,habitat,date,time,species,weight,tl,sl,sex,family,year
MOO18F349,AE2,10.3422619,46.97261905,0.5075493637,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,2018-07-05,6.30-7.40,Aulostomus chinensis,198.4,46.4,40.5,M,Aulostomidae,2018
MOO18F353,AE2,3.084748428,25.62641509,0.5423218089,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,2018-07-05,6.30-7.40,Sargocentron tiere,133.1,31.2,17.2,M,Holocentridae,2018
MOO18F356,AE2,3.0007272727,27.158969697,1.2968087849,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,2018-07-05,6.30-7.40,Myripristis berndti,106.5,18.7,13.4,F,Holocentridae,2018
MOO18F357,AE2,1.597660819,19.56725146,0.3565993098,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,2018-07-05,6.30-7.40,Sargocentron caudimaculatum,113.5,19.2,16.2,F,Holocentridae,2018
MOO18F360,AE2,2.7279661017,25.0416949153,0.4036234318,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,2018-07-05,6.30-7.40,Sargocentron caudimaculatum,114.8,19,13.9,M,Holocentridae,2018
MOO18F361,AE2,2.491550926,22.81018519,0.2861120964,Moorea,OponohuDaybreakI,S21,-17.4888,-149.85818,Lagoon,2018-07-05,6.30-7.40,Sargocentron caudimaculatum,48.5,14.2,12,NA,Holocentridae,2018
MOO18F366,AE2,1.512688442,17.77286432,0.1702736559,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,2018-07-08,10.35-12.20,Sufflamen bursa,60.8,13.8,11.8,F,Balistidae,2018
MOO18F372,AE2,4.151681957,30.94923547,0.4521614712,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,2018-07-08,10.35-12.20,Chaetodon reticulatus,45,12,9.5,M,Chaetodontidae,2018
MOO18F377,AE2,3.8433687,28.85517241,0.8202899485,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,2018-07-08,10.35-12.20,Chaetodon reticulatus,61.5,12.5,9.5,F,Chaetodontidae,2018
MOO18F379,AE2,2.107593123,23.61604585,0.3153919541,Moorea,NinaSite,S23,-17.53193,-149.76105,Slope,2018-07-08,10.35-12.20,Acanthurus nigricans,137.4,16.9,12.6,F,Acanthuridae,2018
MOO18F384,AE2,1.163049096,18.72661499,0.0971336752,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Ctenochaetus striatus,114.5,19.6,13.2,NA,Acanthuridae,2018
MOO18F385,AE2,2.4314285714,27.1396753247,0.28131988,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Zebrasoma scopas,60.7,13.7,9.6,F,Acanthuridae,2018
MOO18F387,AE2,4.033279221,29.46363636,0.6307812321,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Sufflamen bursa,107.1,16.4,12.5,M,Balistidae,2018
MOO18F388,AE2,3.855952381,26.08380952,0.4526263041,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Stegastes nigricans,54,13,10,F,Pomacentridae,2018
MOO18F389,AE2,4.540142857,29.13142857,0.6123123138,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Sufflamen bursa,110.2,16.9,13.2,M,Balistidae,2018
MOO18F391,AE2,7.492592593,40.49116809,2.8870139705,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Abudefduf sexfasciatus,40.8,12.9,9.2,F,Pomacentridae,2018
MOO18F392,AE2,5.3618106996,36.5616460905,0.8220924126,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Abudefduf sexfasciatus,59.7,14.9,10.8,M,Pomacentridae,2018
MOO18F394,AE2,4.219272237,28.60053908,0.2948840378,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Zanclus cornutus,100.5,15.5,12.1,F,Zanclidae,2018
MOO18F395,AE2,3.6313395639,28.7325233645,NA,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Chaetodon vagabundus,75.8,15,13,M,Chaetodontidae,2018
MOO18F396,AE2,5.892782152,33.37532808,0.4179955787,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Zanclus cornutus,80.5,15.5,12.4,F,Zanclidae,2018
MOO18F397,AE2,3.5080239521,27.2478443114,0.5370619571,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Balistapus undulatus,267.4,21.9,17.1,F,Balistidae,2018
MOO18F399,AE2,3.162388544,28.30910565,0.1441104085,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Acanthurus triostegus,98.1,15.1,11.2,M,Acanthuridae,2018
MOO18F400,AE2,0.653293413,17.50778443,0.162202736,Moorea,AlexSite,S24,-17.484337,-149.89367,Lagoon,2018-07-09,10.45-12.20,Halichoeres trimaculatus,22.3,12,10,NA,Labridae,2018
MOO18F408,AE2,2.023297872,20.50042553,0.3049933357,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,2018-07-10,10.50-12.10,Chlorurus spilurus,133.7,18.7,15.5,F,Scaridae,2018
MOO18F411,AE2,3.3996526055,26.6569727047,0.617982692,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,2018-07-10,10.50-12.10,Cheilinus chlorourus,169.3,20.7,16.1,F,Labridae,2018
MOO18F412,AE2,4.463125,29.998,0.2783742597,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,2018-07-10,10.50-12.10,Centropyge flavissima,26.8,10.1,8.4,F,Pomacanthidae,2018
MOO18F415,AE2,0.914498645,17.16205962,0.2428281672,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,2018-07-10,10.50-12.10,Neoniphon sammara,123.2,22,19,M,Holocentridae,2018
MOO18F416,AE2,6.040373563,37.73103448,0.591273101,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,2018-07-10,10.50-12.10,Acanthurus triostegus,121.2,16.6,13.1,M,Acanthuridae,2018
MOO18F421,AE2,4.137755102,28.7027346939,0.7835688435,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,2018-07-10,10.50-12.10,Chaetodon vagabundus,67.9,15.1,12.2,NA,Chaetodontidae,2018
MOO18F422,AE2,4.6029154519,32.2993586006,2.0461183703,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,2018-07-10,10.50-12.10,Myripristis berndti,114.8,19,14.5,M,Holocentridae,2018
MOO18F424,AE2,1.895955056,19.11011236,2.0462826098,Moorea,HaapitiFringe,S25,-17.57871,-149.86313,Lagoon,2018-07-10,10.50-12.10,Neoniphon sammara,86.5,18.5,14.2,F,Holocentridae,2018
MOO18F425,AE2,0.566520468,16.32280702,0.153623946,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,2018-07-11,10.10-12.00,Epinephelus merra,166.3,23,20,M,Serranidae,2018
MOO18F426,AE2,1.467075665,20.54314928,0.2176698065,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,2018-07-11,10.10-12.00,Balistapus undulatus,333.5,24.2,19.1,M,Balistidae,2018
MOO18F429,AE2,1.913765823,21.60886076,0.552269316,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,2018-07-11,10.10-12.00,Sufflamen bursa,102.9,17.4,13.2,M,Balistidae,2018
MOO18F431,AE2,1.182012195,18.75487805,0.1317018912,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,2018-07-11,10.10-12.00,Epinephelus merra,148.2,23,18.5,NA,Serranidae,2018
MOO18F432,AE2,2.565645514,24.1916849,0.4516817427,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,2018-07-11,10.10-12.00,Sufflamen bursa,117,18.2,14.1,M,Balistidae,2018
MOO18F439,AE2,6.8648124393,33.6611597258,1.1109125263,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,2018-07-11,10.10-12.00,Parupeneus multifasciatus,102.6,20,16,F,Mullidae,2018
MOO18F442,AE2,6.602875,36.717,0.4335239414,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,2018-07-11,10.10-12.00,Chaetodon vagabundus,63.6,12.5,10.2,F,Chaetodontidae,2018
MOO18F444,AE2,3.018649194,23.88548387,0.1926023806,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,2018-07-11,10.10-12.00,Cheilinus chlorourus,70.3,16.5,12.2,F,Labridae,2018
MOO18F446,AE2,1.480653266,18.47236181,1.4190777492,Moorea,Pharmacie,S26,-17.48306,-149.8163,Lagoon,2018-07-11,10.10-12.00,Epinephelus merra,121.5,21,17.5,F,Serranidae,2018
MOO18F447,AE2,6.341558442,41.40363636,1.2335174872,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Chaetodon vagabundus,69.2,13.6,11.7,NA,Chaetodontidae,2018
MOO18F448,AE2,1.1971276596,19.2561170213,0.1786964566,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Stegastes nigricans,49.5,12,9.5,F,Pomacentridae,2018
MOO18F449,AE2,2.62838785,27.37943925,0.2332956826,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Acanthurus triostegus,89.5,15.1,11.5,F,Acanthuridae,2018
MOO18F450,AE2,7.512464986,41.58431373,0.4581394841,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Acanthurus triostegus,80.8,14.8,11.3,F,Acanthuridae,2018
MOO18F451,AE2,0.971954023,29.10528736,0.5014376464,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Neoniphon sammara,109.8,22.2,18.7,F,Holocentridae,2018
MOO18F452,AE2,2.01702454,21.53128834,0.1341675138,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Stegastes nigricans,63.3,13.5,10.5,F,Pomacentridae,2018
MOO18F456,AE2,0.996084337,18.13614458,0.9290522732,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Epinephelus merra,128.2,22,19,F,Serranidae,2018
MOO18F460,AE2,0.733870968,16.46048387,0.4799248837,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Epinephelus merra,141.4,23,20.2,F,Serranidae,2018
MOO18F461,AE2,4.284168865,29.62427441,0.5643940287,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Chaetodon auriga,71.5,14.5,12.4,F,Chaetodontidae,2018
MOO18F464,AE2,1.4520014002,17.3753537671,0.4805263946,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Halichoeres hortulanus,131.9,22,19.5,F,Labridae,2018
MOO18F466,AE2,2.886870027,17.17559682,0.1592179559,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Aulostomus chinensis,337.2,52,49,F,Aulostomidae,2018
MOO18F467,AE2,9.1553480761,36.5913549078,0.2625168714,Moorea,SamSite,S27,-17.51571,-149.92183,Lagoon,2018-07-12,10.00-12.00,Halichoeres trimaculatus,16.2,11.1,8.9,M,Labridae,2018
MOO18FE001,AE2,2.1857235014,21.1938059383,0.3179157434,Moorea,BoatRamp,NA,-17.48498,-149.85851,Lagoon,2018-03-18,12:00:00,Zebrasoma scopas,NA,17.5,13.5,M,Acanthuridae,2018
MOO18FE002,AE2,0.9783908579,15.4727917815,0.0905574557,Moorea,BoatRamp,NA,-17.48498,-149.85851,Lagoon,2018-03-18,12:00:00,Ctenochaetus striatus,NA,17.1,12,NA,Acanthuridae,2018
MOO18FE003,AE2,0.6117892575,14.0406886283,0.2275391544,Moorea,BoatRamp,NA,-17.48498,-149.85851,Lagoon,2018-03-18,12:00:00,Ctenochaetus striatus,NA,17.5,11.5,NA,Acanthuridae,2018
MOO18FE004,AE2,1.827053728,22.871820857,0.3562074748,Moorea,BoatRamp,NA,-17.48498,-149.85851,Lagoon,2018-03-18,12:00:00,Zebrasoma scopas,NA,17,12.5,NA,Acanthuridae,2018
MOO18FE005,AE2,3.4206189137,26.7883403842,0.3867516954,Moorea,TheHangover,NA,-17.54487,-149.90109,Lagoon,2018-03-30,11:30:00,Acanthurus triostegus,74.8,14.5,10.8,I,Acanthuridae,2018
MOO18FE006,AE2,5.418809514,33.6076207064,0.5303236597,Moorea,TheHangover,NA,-17.54487,-149.90109,Lagoon,2018-03-30,11:30:00,Acanthurus triostegus,67.7,14.2,10.5,M,Acanthuridae,2018
MOO18FE007,AE2,2.8413040238,23.9492241461,0.9974744753,Moorea,Manava,NA,-17.47294,-149.80658,Slope,2018-03-22,11:00:00,Chaetodon ornatissimus,103.5,14,12.2,F,Chaetodontidae,2018
MOO18FE015,AE2,1.7971150101,25.2202005733,0.1277382914,Moorea,Haapiti,NA,-17.55411,-149.8847,Slope,2018-03-23,11:00:00,Sargocentron tiere,190.5,23,17.3,NA,Holocentridae,2018
MOO18FE016,AE2,0.7724957617,15.1626752613,1.7929747245,Moorea,Entre2Baies,NA,-17.47621,-149.84489,Slope,2018-04-19,14:42:00,Odonus niger,145,27.3,15.8,M,Balistidae,2018
MOO18FE017,AE2,2.7539019331,18.7205431565,0.8235907254,Moorea,Entre2Baies,NA,-17.47621,-149.84489,Slope,2018-04-19,14:39:00,Odonus niger,175.9,27.7,15.9,M,Balistidae,2018
MOO18FE018,AE2,1.7914833108,20.6339296717,0.5836431996,Moorea,Entre2Baies,NA,-17.47621,-149.84489,Slope,2018-04-19,14:51:00,Melichthys vidua,180.6,19,14.2,F,Balistidae,2018
MOO18FE019,AE2,2.2992305068,19.8540970803,1.049707044,Moorea,Entre2Baies,NA,-17.47621,-149.84489,Slope,2018-04-19,14:56:00,Cephalopholis urodeta,100.2,18.9,15.5,NA,Serranidae,2018
MOO18FE020,AE2,1.7352081421,19.0658096276,0.3370197656,Moorea,Entre2Baies,NA,-17.47621,-149.84489,Slope,2018-04-19,15:09:00,Zebrasoma scopas,97.1,16.1,11.9,I,Acanthuridae,2018
MOO18FE021,AE2,3.7938586581,26.8454295832,0.6709125171,Moorea,Entre2Baies,NA,-17.47621,-149.84489,Slope,2018-04-19,15:17:00,Balistapus undulatus,123.3,16.6,12.8,F,Balistidae,2018
MOO18FE022,AE2,0.8583761452,14.9831464719,0.2611869383,Moorea,Entre2Baies,NA,-17.47621,-149.84489,Slope,2018-04-19,15:28:00,Balistapus undulatus,132.6,19.5,15.6,F,Balistidae,2018
MOO18FE024,AE2,2.4776892823,20.664072389,0.4031002157,Moorea,Entre2Baies,NA,-17.47621,-149.84489,Slope,2018-04-19,14:00:00,Zanclus cornutus,99.2,16.4,13.1,F,Zanclidae,2018
MOO18FE025,AE2,1.8146600212,22.1325372476,0.4438302009,Moorea,Entre2Baies,NA,-17.47621,-149.84489,Slope,2018-04-19,14:00:00,Melichthys vidua,272.2,22.3,18.1,M,Balistidae,2018
MOO18FE026,AE2,1.6445187057,18.9569177049,0.3094603686,Moorea,Entre2Baies,NA,-17.47621,-149.84489,Slope,2018-04-19,14:00:00,Zebrasoma scopas,86.1,15.1,11.7,F,Acanthuridae,2018
MOO18FE027,AE2,2.3655773514,22.2892508964,0.4781538712,Moorea,PetitVillage,NA,-17.49831,-149.92711,Slope,2018-04-20,14:48:00,Chaetodon ornatissimus,64,12.2,9.4,F,Chaetodontidae,2018
MOO18FE028,AE2,1.9245650637,10.0215579291,0.1228501802,Moorea,PetitVillage,NA,-17.49831,-149.92711,Slope,2018-04-20,15:38:00,Cephalopholis argus,324,26.5,22.2,F,Serranidae,2018
MOO18FE029,AE2,1.3466650626,19.9981355669,0.389421374,Moorea,PetitVillage,NA,-17.49831,-149.92711,Slope,2018-04-20,15:42:00,Melichthys vidua,272.5,22.3,18.2,NA,Balistidae,2018
MOO18FE030,AE2,3.264494334,25.2914976569,0.4218560511,Moorea,Entre2Baies,NA,-17.47621,-149.84489,Slope,2018-04-19,14:00:00,Zanclus cornutus,125.2,18.1,18.1,NA,Zanclidae,2018
MOO18FE031,AE2,1.794982117,19.5173480614,0.3293930427,Moorea,PetitVillage,NA,-17.49831,-149.92711,Slope,2018-04-20,14:58:00,Zebrasoma scopas,79.8,15.4,11.8,I,Acanthuridae,2018
MOO18FE032,AE2,5.22423949,29.5242788907,1.4172938804,Moorea,PetitVillage,NA,-17.49831,-149.92711,Slope,2018-04-20,14:58:00,Odonus niger,154.8,21.2,14.3,F,Balistidae,2018
MOO18FE033,AE2,0.7405762854,16.5503276359,0.2177007675,Moorea,PetitVillage,NA,-17.49831,-149.92711,Slope,2018-04-20,15:15:00,Melichthys niger,48,12.5,9.7,NA,Balistidae,2018
MOO18FE034,AE2,2.724722347,24.06259574,0.7779742815,Moorea,PetitVillage,NA,-17.49831,-149.92711,Slope,2018-04-20,14:43:00,Chaetodon ornatissimus,61,12.5,10.5,NA,Chaetodontidae,2018
MOO18FE036,AE2,3.5310556041,27.9315302039,0.7934687044,Moorea,PetitVillage,NA,-17.49831,-149.92711,Slope,2018-04-20,15:25:00,Chaetodon reticulatus,46.6,11.4,9.2,NA,Chaetodontidae,2018
MOO18FE037,AE2,1.502795486,22.58751173,0.4055429001,Moorea,PetitVillage,NA,-17.49831,-149.92711,Slope,2018-04-20,15:09:00,Melichthys vidua,295,22.5,17.6,F,Balistidae,2018
MOO18FE038,AE2,1.8907297672,21.9684180483,0.3299697293,Moorea,PetitVillage,NA,-17.49831,-149.92711,Slope,2018-04-20,14:53:00,Zebrasoma scopas,53.8,12.7,10.1,F,Acanthuridae,2018
MOO18FE043,AE2,2.716939121,28.42645107,0.3975793317,Moorea,PetitVillage,NA,-17.49831,-149.92711,Slope,2018-04-20,14:58:00,Zanclus cornutus,91.4,15.7,12.6,F,Zanclidae,2018
MOO18FE044,AE2,1.0207075816,24.0176725954,0.1832399592,Moorea,PetitVillage,NA,-17.49831,-149.92711,Slope,2018-04-20,15:40:00,Naso lituratus,140.5,21,16.7,F,Acanthuridae,2018
MOO18FE047,AE2,2.0166295984,30.8269257876,0.8858670176,Moorea,Hibiscus,NA,-17.5174,-149.92453,Slope,2018-04-23,14:32:00,Naso lituratus,141.2,19.7,15.4,F,Acanthuridae,2018
MOO18FE048,AE2,0.584259731,14.85088992,0.3122726835,Moorea,Hibiscus,NA,-17.5174,-149.92453,Slope,2018-04-23,14:45:00,Balistapus undulatus,115.7,17.5,13.6,NA,Balistidae,2018
MOO18FE049,AE2,1.286143945,18.62329112,0.6567959207,Moorea,Hibiscus,NA,-17.5174,-149.92453,Slope,2018-04-23,14:38:00,Melichthys vidua,218.5,20.2,16.5,F,Balistidae,2018
MOO18FE050,AE2,2.168776824,21.4678111588,0.7196563555,Moorea,Hibiscus,NA,-17.5174,-149.92453,Slope,2018-04-23,14:40:00,Dascyllus flavicaudus,17.6,8.5,6.2,M,Pomacentridae,2018
MOO18FE051,AE2,2.865194117,23.01725035,0.1370774011,Moorea,Hibiscus,NA,-17.5174,-149.92453,Slope,2018-04-23,14:04:00,Cephalopholis urodeta,81.6,15.9,12.1,NA,Serranidae,2018
MOO18FE052,AE2,3.6879396951,28.4154864839,0.664218915,Moorea,Hibiscus,NA,-17.5174,-149.92453,Slope,2018-04-23,14:30:00,Chaetodon reticulatus,49.9,12,9.9,F,Chaetodontidae,2018
MOO18FE053,AE2,1.6861773643,19.4988887121,0.2563791876,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,14:42:00,Zebrasoma scopas,36.3,11.1,8.2,F,Acanthuridae,2018
MOO18FE054,AE2,2.7300824362,23.6379863691,0.2450946631,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,14:28:00,Epibulus insidiator,245.6,23.6,18.9,M,Labridae,2018
MOO18FE055,AE2,2.7377886837,24.9099503171,0.5590991432,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,14:34:00,Chaetodon ornatissimus,82.5,14.1,10.8,M,Chaetodontidae,2018
MOO18FE056,AE2,3.699793948,29.99260292,0.8542344584,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,14:55:00,Chaetodon reticulatus,62.5,12.2,9.8,F,Chaetodontidae,2018
MOO18FE057,AE2,1.0352577502,15.6498799977,0.3131055744,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,15:09:00,Balistapus undulatus,130.2,17.4,12.6,NA,Balistidae,2018
MOO18FE058,AE2,1.978635434,22.19841884,0.2938759228,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,15:16:00,Acanthurus nigricans,28.2,9.8,5.4,NA,Acanthuridae,2018
MOO18FE059,AE2,1.231403049,18.04049766,0.3370031708,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,15:20:00,Acanthurus nigricans,27.6,10.5,7.6,NA,Acanthuridae,2018
MOO18FE060,AE2,3.3368494222,29.6134175791,0.6358765727,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,14:57:00,Chaetodon reticulatus,55,12,9.8,NA,Chaetodontidae,2018
MOO18FE061,AE2,2.195172168,13.3496471187,0.1483304975,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,15:25:00,Cephalopholis urodeta,102.3,18.5,15.6,F,Serranidae,2018
MOO18FE064,AE2,3.6799874218,29.947579649,0.3068818731,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,14:44:00,Zanclus cornutus,135.8,17.1,14,NA,Zanclidae,2018
MOO18FE065,AE2,2.2016688229,23.2305712909,0.2326991656,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,14:54:00,Melichthys vidua,174.9,18.7,14.5,F,Balistidae,2018
MOO18FE066,AE2,2.773739366,23.17070219,0.3327452281,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,15:09:00,Zanclus cornutus,65.4,13.1,10.3,F,Zanclidae,2018
MOO18FE067,AE2,5.9521156796,35.9737687582,0.9368733684,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,15:16:00,Chaetodon vagabundus,68.5,13.9,11.2,F,Chaetodontidae,2018
MOO18FE068,AE2,0.2293908943,17.478082328,0.2044137982,Moorea,Papetoai,NA,-17.48316,-149.87117,Slope,2018-04-24,15:25:00,Ctenochaetus striatus,45.2,12,9.2,NA,Acanthuridae,2018
MOO18FE069,AE2,3.0845195084,24.6784433016,0.4966563982,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-04-25,13:35:00,Centropyge flavissima,9.1,7,5.5,NA,Pomacanthidae,2018
MOO18FE071,AE2,1.6237419355,20.0039354839,0.1661062526,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-04-25,14:01:00,Balistapus undulatus,53.4,12.6,9.5,F,Balistidae,2018
MOO18FE072,AE2,0.9064212679,16.3513292434,0.1272666019,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-04-25,14:09:00,Melichthys niger,336.6,23.6,18.5,F,Balistidae,2018
MOO18FE073,AE2,3.0862242486,27.8668465411,0.434459099,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-04-25,13:47:00,Dascyllus flavicaudus,10.1,7.5,5.8,NA,Pomacentridae,2018
MOO18FE074,AE2,2.5270103506,29.8904075233,0.3543471632,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-04-25,14:15:00,Naso lituratus,252.6,24,18.5,F,Acanthuridae,2018
MOO18FE076,AE2,4.897517259,31.1492526353,0.8051925178,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-04-25,14:28:00,Chaetodon vagabundus,65.8,14.8,11.4,F,Chaetodontidae,2018
MOO18FE077,AE2,5.5199149971,36.0473484503,0.4482870801,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-04-25,13:45:00,Chaetodon vagabundus,77.8,14.4,12,F,Chaetodontidae,2018
MOO18FE079,AE2,2.1932826695,24.9365354651,0.2681626872,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-04-25,14:39:00,Zebrasoma scopas,72.8,14.7,11.5,F,Acanthuridae,2018
MOO18FE080,AE2,1.4841551314,18.1279764007,0.2867867716,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-04-25,14:32:00,Balistapus undulatus,46,12.5,9.6,F,Balistidae,2018
MOO18FE081,AE2,1.338072631,20.340530269,0.2363810198,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-04-25,14:37:00,Melichthys niger,287.9,22.8,18.5,M,Balistidae,2018
MOO18FE082,AE2,0.7361632262,12.4021221687,0.1608231946,Moorea,Hilton,NA,-17.47902,-149.84959,Slope,2018-04-25,14:44:00,Ctenochaetus striatus,65.4,14,11.4,NA,Acanthuridae,2018
MOO18FE083,AE2,1.25045425,18.46518954,0.2526159033,Moorea,PublicBeach,NA,-17.48171,-149.85553,Slope,2018-04-26,14:45:00,Zebrasoma scopas,70,15,11.4,F,Acanthuridae,2018
MOO18FE084,AE2,2.6424286637,23.7589678757,0.2483910455,Moorea,PublicBeach,NA,-17.48171,-149.85553,Slope,2018-04-26,15:11:00,Zebrasoma scopas,8.3,6.9,5.4,NA,Acanthuridae,2018
MOO18FE087,AE2,2.6072815431,22.2720828519,0.3382230484,Moorea,PublicBeach,NA,-17.48171,-149.85553,Slope,2018-04-26,14:56:00,Zebrasoma scopas,89.2,15.7,12.2,M,Acanthuridae,2018
MOO18FE088,AE2,4.2643817787,23.2497180043,0.7304869843,Moorea,PublicBeach,NA,-17.48171,-149.85553,Slope,2018-04-26,14:51:00,Odonus niger,104.5,20.5,13.6,NA,Balistidae,2018
MOO18FE089,AE2,1.6590678619,28.5703640061,0.222734363,Moorea,PublicBeach,NA,-17.48171,-149.85553,Slope,2018-04-26,15:17:00,Naso lituratus,189.8,22,17.1,F,Acanthuridae,2018
MOO18FE090,AE2,4.1800663399,30.7089225949,0.6167534776,Moorea,PublicBeach,NA,-17.48171,-149.85553,Slope,2018-04-26,15:30:00,Chaetodon reticulatus,58.2,13,10.6,M,Chaetodontidae,2018
MOO18FE092,AE2,2.2173858082,23.6513922485,0.2699063855,Moorea,PublicBeach,NA,-17.48171,-149.85553,Slope,2018-04-26,15:50:00,Zebrasoma scopas,20.3,9,6.8,I,Acanthuridae,2018
MOO18FE093,AE2,1.5701416431,28.3273087819,0.1999331,Moorea,PublicBeach,NA,-17.48171,-149.85553,Slope,2018-04-26,14:50:00,Naso lituratus,184.6,21.3,16.6,F,Acanthuridae,2018
MOO18FE094,AE2,5.1102458446,32.3075625032,1.0556837277,Moorea,PublicBeach,NA,-17.48171,-149.85553,Slope,2018-04-26,14:45:00,Odonus niger,187,23.5,17.3,M,Balistidae,2018
MOO18FE095,AE2,2.517104654,24.6264154273,2.511982414,Moorea,Opunohu,NA,-17.51881,-149.85019,Lagoon,2018-04-27,07:51:00,Myripristis berndti,55.7,15,10.5,F,Holocentridae,2018
MOO18FE097,AE2,2.1072214027,19.4659243658,0.8195257122,Moorea,Opunohu,NA,-17.51881,-149.85019,Lagoon,2018-04-27,08:02:00,Neoniphon sammara,113.5,20.2,16.5,M,Holocentridae,2018
